title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4MONTHS,3WEEKS,2DAYS","1,198,208","1,086,609",#VALUE!,#VALUE!,#VALUE!,#VALUE!,IFC,2008/1/25,1,2008,Foreign,113,Unrated,N/A,2,17,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50/50,"35,014,192",30387043.21 ,4.376774,1.424301447,0.862457483,2.28675893,SUMMIT ENTERTAINMENT,2011/9/30,9,2011,Comedy / Drama,99,R,8,2458,13,7.7,Jonathan Levine,"Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50TO1,"1,064,454","877,721",#VALUE!,1.235617604,#VALUE!,#VALUE!,TEN FURLONGS,2014/3/21,3,2014,Drama,110,PG-13,N/A,19,30,7.5,Jim Wilson,"Skeet Ulrich,Christian Kane,William Devane",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56UP,"701,278","587,623",#VALUE!,#VALUE!,1.519537196,#VALUE!,FIRST RUN,2013/1/4,1,2013,Documentary,144,Unrated,N/A,1,25,NA,NA,NA,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5BROKENCAMERAS,"109,983","93,513",#VALUE!,#VALUE!,1.220864599,#VALUE!,KINO LORBER,2012/5/30,5,2012,Foreign,90,Unrated,N/A,1,37,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5DAYSOFWAR,"17,479","15,169",0.001456583,-0.556878898,-1.586657808,-2.143536706,ANCHOR BAY FILMS,2011/8/19,8,2011,Action Drama,113,R,12,2,4,5.6,Renny Harlin,"Rupert Friend,Emmanuelle Chriqui,Richard Coyle",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6MONTHRULE,"14,057","11,952",#VALUE!,-1.311614268,-1.586657808,-2.898272075,SECRET IDENTITY,2012/6/1,6,2012,Comedy,99,R,N/A,1,4,4.8,Blayne Weaver,"Blayne Weaver,Martin Starr,Natalie Morales",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71INTOTHEFIRE,"176,638","158,139",#VALUE!,#VALUE!,#VALUE!,#VALUE!,JS MEDIA &AMP; ENTERTAINMENT,2010/7/30,7,2010,War,120,Unrated,N/A,18,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7DIAS,"16,791","15,813",#VALUE!,#VALUE!,#VALUE!,#VALUE!,XENON PICTURES,2007/8/17,8,2007,Foreign,95,PG-13,N/A,8,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7KHOONMAAF,"270,207","234,499",#VALUE!,0.009172629,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2011/2/18,2,2011,Foreign,137,Unrated,N/A,65,3,6.2,Vishal Bhardwaj,"Priyanka Chopra,Vivaan Shah,Manuj Bhaskar",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88MINUTES,"17,213,467",15610239.22 ,#VALUE!,-0.273853135,-2.422941078,-2.696794212,SONY / COLUMBIA,2008/4/18,4,2008,Thriller,108,R,N/A,2168,5,5.9,Jon Avnet,"Al Pacino,Alicia Witt,Ben McKenzie",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8THEMORMONPROPOSITION,"100,280","89,778",#VALUE!,#VALUE!,-0.153029345,#VALUE!,RED FLAG RELEASING,2010/6/18,6,2010,Documentary,80,R,N/A,16,5,NA,NA,NA,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"31,749,894",28891001.98 ,1.0583298,0.85824992,0.145643252,1.003893172,FOCUS FEATURES,2009/9/9,9,2009,Animation,79,PG-13,30,1653,13,7.1,Shane Acker,"Elijah Wood,Jennifer Connelly,Crispin Glover",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAJANACHLE,"484,108","455,921",#VALUE!,0.197856471,#VALUE!,#VALUE!,YASH RAJ,2007/11/30,11,2007,Foreign,145,Unrated,N/A,66,3,6.4,Anil Mehta,"Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARAKSHAN(RESERVATION),"651,096","565,053",#VALUE!,#VALUE!,#VALUE!,#VALUE!,RELIANCE BIG PICTURES,2011/8/12,8,2011,Foreign,#VALUE!,Unrated,N/A,90,6,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABANDCALLEDDEATH,"127,257","106,633",#VALUE!,#VALUE!,1.16113008,#VALUE!,DRAFTHOUSE,2013/6/28,6,2013,Documentary,96,Unrated,N/A,16,12,NA,NA,NA,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD(ANYBODYCANDANCE),"222,098","186,103",#VALUE!,0.197856471,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2013/2/8,2,2013,Foreign,145,Unrated,N/A,25,4,6.4,Remo,"Prabhudheva,Ganesh Acharya,Kay Kay Menon",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABDUCTIONJASON,"28,087,155",24375418.76 ,0.802490143,-1.122930425,#VALUE!,#VALUE!,LIONSGATE,2011/9/23,9,2011,Action,106,PG-13,35,3118,12,5,John Singleton,"Taylor Lautner,Lily Collins,Alfred Molina",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABEAUTIFULLIFE,"66,171","57,426",#VALUE!,-1.594640031,-2.661879155,-4.256519186,CHINA LION,2011/5/20,5,2011,Foreign,#VALUE!,Unrated,N/A,23,4,4.5,Alejandro Chomski,"Dana Delany,Debi Mazar,Bai Ling",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABETTERLIFE,"1,759,252",1526765.68 ,0.1759252,0.952591841,0.384581329,1.33717317,SUMMIT ENTERTAINMENT,2011/6/24,6,2011,Drama,97,PG-13,10,4,10,7.2,Chris Weitz,"Demian Bichir,Jos?? Juli??n,Eddie 'Piolin' Sotelo",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABIRDOFTHEAIR,"10,152","8,810",#VALUE!,0.386540314,#VALUE!,#VALUE!,PALADIN,2011/9/23,9,2011,Romantic Comedy,98,PG-13,N/A,1,4,6.6,Margaret Whitton,"Rachel Nichols,Jackson Hurst,Anjanette Comer",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABLOODYARIA,518,470,#VALUE!,#VALUE!,#VALUE!,#VALUE!,IMAGINASIAN PICTURES,2008/1/4,1,2008,Foreign / Horror,115,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOTTLEINTHEGAZASEA,"5,872","4,920",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FILM MOVEMENT,2013/1/4,1,2013,Foreign,100,Unrated,N/A,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOUTCHERRY,"3,003","2,553",#VALUE!,-1.311614268,-1.467188769,-2.778803037,IFC,2012/9/21,9,2012,Drama,102,R,N/A,3,1,4.8,Stephen Elliott,"Ashley Hinshaw,James Franco,Heather Graham",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOUTLASTNIGHT(2014),"48,637,684","40,105,345",3.741360308,#VALUE!,#VALUE!,#VALUE!,SONY / SCREEN GEMS,2014/2/14,2,2014,Romantic Comedy,100,R,13,2253,10,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABOUTTIME,"15,322,921",12839559.43 ,#VALUE!,1.518643368,-0.153029345,1.365614023,UNIVERSAL,2013/11/1,11,2013,Comedy,123,R,N/A,175,8,7.8,Richard Curtis,"Domhnall Gleeson,Rachel McAdams,Bill Nighy",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRAHAMLINCOLNVAMPIREHUNTER,"37,519,139",31900617.02 ,0.543755638,-0.179511214,-0.929578095,-1.109089309,FOX,2012/6/22,6,2012,Horror Thriller,105,R,69,3108,13,6,Timur Bekmambetov,"Benjamin Walker,Rufus Sewell,Dominic Cooper",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSURDISTAN,"39,683","36,110",#VALUE!,0.575224156,#VALUE!,#VALUE!,FIRST RUN,2009/2/6,2,2009,Foreign,88,Unrated,N/A,1,15,6.8,Veit Helmer,"Kristyna Mal??rov??,Max Mauff,Nino Chkheidze",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACATINPARIS,"309,973","263,554",#VALUE!,#VALUE!,0.32484681,#VALUE!,GKIDS,2012/6/1,6,2012,Animation,70,PG,N/A,6,15,NA,NA,NA,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHRISTMASCAROL(2009),"137,855,863","125,442,750",0.689279315,#VALUE!,#VALUE!,#VALUE!,BUENA VISTA,2009/11/6,11,2009,Animation,96,PG,200,3683,13,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHRISTMASTALE,"1,060,922","962,110",#VALUE!,#VALUE!,1.579271715,#VALUE!,IFC,2008/11/14,11,2008,Foreign,166,Unrated,N/A,7,12,NA,NA,NA,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOD,"175,705","147,229",#VALUE!,-0.462536977,-0.451701941,-0.914238918,THE FILM ARCADE,2013/10/4,10,2013,Comedy,88,PG-13,N/A,3,5,5.7,Stu Zicherman,"Adam Scott,Richard Jenkins,Catherine O'Hara",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACROSSTHEUNIVERSE,"24,343,673",22926291.70 ,#VALUE!,1.235617604,-0.093294825,1.142322779,SONY (REVOLUTION),2007/9/14,9,2007,Musical,131,PG-13,N/A,23,13,7.5,Julie Taymor,"Evan Rachel Wood,Jim Sturgess,Joe Anderson",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTOFGOD,"9,955","9,059",#VALUE!,-0.745562741,#VALUE!,#VALUE!,ZEITGEIST,2009/7/31,7,2009,Documentary,75,Unrated,N/A,1,3,5.4,Sean Faughnan,"David Suchet,Max Brown,Jenny Agutter",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTOFKILLING,"486,919","408,005",#VALUE!,#VALUE!,#VALUE!,#VALUE!,DRAFTHOUSE,2013/7/19,7,2013,Documentary,115,Unrated,N/A,2,33,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTOFVALOR,"70,012,847",59528365.48 ,5.834403917,0.292198392,-1.049047134,-0.756848741,RELATIVITY,2012/2/24,2,2012,Thriller,111,R,12,3039,15,6.5,"Mike McCoy,Scott Waugh","Alex Veadov,Roselyn Sanchez,Nestor Serrano",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM,"2,277,396",2072329.83 ,#VALUE!,0.952591841,-0.093294825,0.859297016,FOX SEARCHLIGHT,2009/7/29,7,2009,Comedy / Drama,95,PG-13,N/A,4,17,7.2,Max Mayer,"Hugh Dancy,Rose Byrne,Peter Gallagher",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMSAPPLES,"1,305","1,229",#VALUE!,1.612985289,-0.391967422,1.221017867,OUTSIDER PICTURES,2007/3/16,3,2007,Foreign,94,R,N/A,1,1,7.9,Shirley Frimpong-Manso,"Keith Ackerman,Adjetey Anang,Helene Asante",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANGEROUSMETHOD,"5,704,709",4950827.91 ,#VALUE!,0.292198392,1.101395561,1.393593953,SONY CLASSICS,2011/11/23,11,2011,Drama / Thriller,99,R,N/A,4,24,6.5,David Cronenberg,"Michael Fassbender,Keira Knightley,Viggo Mortensen",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADARKTRUTH,"5,750","4,818",#VALUE!,#VALUE!,#VALUE!,#VALUE!,MAGNOLIA,2013/1/4,1,2013,Action Thriller,106,R,N/A,1,4,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDICTED,"17,390,770",14339967.94 ,#VALUE!,-1.028588504,-1.526923288,-2.555511792,LIONSGATE,2014/10/10,10,2014,Drama,105,R,N/A,846,8,5.1,Bille Woodruff,"Sharon Leal,Boris Kodjoe,John Newberg",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDICTIONINCORPORATED,"40,106","34,806",#VALUE!,#VALUE!,0.623519406,#VALUE!,VARIANCE FILMS,2011/12/14,12,2011,Documentary,100,PG,N/A,1,14,NA,NA,NA,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMISSION,"18,007,317",15088899.62 ,1.385178231,-0.462536977,-0.57117098,-1.033707957,FOCUS FEATURES,2013/3/22,3,2013,Comedy / Drama,117,PG-13,13,2160,11,5.7,Paul Weitz,"Tina Fey,Paul Rudd,Nat Wolff",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORATION,"294,244","267,749",#VALUE!,0.197856471,0.384581329,0.5824378,SONY CLASSICS,2009/5/8,5,2009,Drama,100,R,N/A,10,23,6.4,Atom Egoyan,"Devon Bostick,Rachel Blanchard,Louca Tassone",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORATION,"294,244","267,749",#VALUE!,0.197856471,0.384581329,0.5824378,SONY CLASSICS,2009/5/8,5,2009,Drama,100,R,N/A,10,23,6.4,Atom Egoyan,"Devon Bostick,Rachel Blanchard,Louca Tassone",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORE,"318,982","267,285",#VALUE!,0.009172629,-1.228250692,-1.219078063,EXCLUSIVE MEDIA,2013/9/6,9,2013,Drama,100,R,N/A,57,4,6.2,Anne Fontaine,"Naomi Watts,Robin Wright,Xavier Samuel",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIFTINMANHATTAN,"2,099","1,977",#VALUE!,-0.745562741,#VALUE!,#VALUE!,SCREEN MEDIA,2007/9/21,9,2007,Drama,91,R,N/A,1,1,5.4,Alfredo De Villa,"Victor Rasuk,Richard Petrocelli,Nicolle Rochelle",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVENTURELAND,"16,044,025",14599354.51 ,#VALUE!,0.575224156,1.101395561,1.676619717,MIRAMAX,2009/4/3,4,2009,Comedy,106,R,N/A,1862,8,6.8,Greg Mottola,"Jesse Eisenberg,Kristen Stewart,Ryan Reynolds",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVENTURESOFPOWER,"17,419","15,851",#VALUE!,0.197856471,-1.108781653,-0.910925182,VARIANCE FILMS,2009/10/9,10,2009,Comedy,89,PG-13,N/A,2,8,6.4,Ari Gold,"Ari Gold,Michael McKean,Jane Lynch",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHANSTAR,"102,115","92,920",#VALUE!,#VALUE!,1.220864599,#VALUE!,ZEITGEIST,2009/6/26,6,2009,Documentary,87,Unrated,N/A,1,15,NA,NA,NA,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIERCEGREENFIRE,"29,817","24,985",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FIRST RUN,2013/2/22,2,2013,Documentary,101,Unrated,N/A,6,11,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFILMUNFINISHED,"320,486","286,923",#VALUE!,#VALUE!,1.818209792,#VALUE!,OSCILLOSCOPE PICTURES,2010/8/18,8,2010,Documentary,88,Unrated,N/A,2,14,NA,NA,NA,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIVESTARLIFE,"306,917","253,076",#VALUE!,#VALUE!,-0.391967422,#VALUE!,MUSIC BOX FILMS,2014/7/18,7,2014,Foreign,85,Unrated,N/A,1,11,NA,NA,NA,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFOURLETTERWORD,"72,568","65,809",#VALUE!,-0.651220819,#VALUE!,#VALUE!,EMBREM ENTERTAINMENT,2008/3/28,3,2008,Romantic Comedy,87,Unrated,N/A,1,11,5.5,Casper Andreas,"Jesse Archer,Paul Haje,Charlie David",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICANCATS,"15,428,747","13,389,828",#VALUE!,#VALUE!,0.205377771,#VALUE!,BUENA VISTA,2011/4/22,4,2011,Documentary,89,G,N/A,1220,12,NA,NA,NA,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERDARKSHORRORFEST2,"874,635","823,710",#VALUE!,#VALUE!,#VALUE!,#VALUE!,AFTER DARK FILMS,2007/11/9,11,2007,Horror,90,R,N/A,323,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTEREARTH,"60,522,097",50713376.48 ,0.465554592,-1.122930425,-1.467188769,-2.590119194,SONY / COLUMBIA,2013/5/31,5,2013,Sci-Fi,100,PG-13,130,3401,11,5,M. Night Shyamalan,"Jaden Smith,David Denman,Will Smith",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERJASON,"24,544","21,300",#VALUE!,#VALUE!,#VALUE!,#VALUE!,UNKNOWN,2011/9/9,9,2011,Drama,99,R,N/A,1,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERLIFE,"108,595","97,222",#VALUE!,-1.311614268,-1.287985211,-2.599599479,ANCHOR BAY FILMS,2010/4/9,4,2010,Horror Thriller,97,R,N/A,41,4,4.8,Scott R. Thompson,"Gretchen Joy,Daniel Roebuck,Ben Easter",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERLIFE,"108,595","97,222",#VALUE!,-0.179511214,-1.287985211,-1.467496425,ANCHOR BAY FILMS,2010/4/9,4,2010,Horror Thriller,97,R,N/A,41,4,6,Agnieszka Wojtowicz-Vosloo,"Christina Ricci,Liam Neeson,Justin Long",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERNOONDELIGHT,"174,496","146,216",#VALUE!,-0.368195056,-0.451701941,-0.819896997,THE FILM ARCADE,2013/8/30,8,2013,Comedy / Drama,95,R,N/A,2,3,5.8,Jill Soloway,"Kathryn Hahn,Link Ruiz,Cesar Garcia",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERSCHOOL,"3,911","3,559",#VALUE!,-0.085169292,0.504050368,0.418881075,IFC,2009/10/2,10,2009,Drama,122,Unrated,N/A,1,1,6.1,Antonio Campos,"Ezra Miller,Jeremy Allen White,Emory Cohen",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERSCHOOL,"3,911","3,559",#VALUE!,-0.085169292,0.504050368,0.418881075,IFC,2009/10/2,10,2009,Drama,122,Unrated,N/A,1,1,6.1,"Carlos Mel??ndez,Mauricio Mendoza","Mauricio Mendoza,Yeniffer Behrens,Adrian Moreira-Behrens",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERSCHOOL,"3,911","3,559",#VALUE!,0.480882235,0.504050368,0.984932603,IFC,2009/10/2,10,2009,Drama,122,Unrated,N/A,1,1,6.7,"Walter Powell,Cliff Reed","Geri Allen,Cecelia Antoinette,Gabrielle Dennis",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERSHOCK,"58,510","49,027",#VALUE!,-1.311614268,-1.108781653,-2.420395921,RADIUS-TWC,2013/5/10,5,2013,Horror,91,R,N/A,110,12,4.8,Nicol??s L??pez,"Eli Roth,Ariel Levy,Nicol??s Mart??nez",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERSHOCK(TANGSHANDADIZHEN),"62,962","56,368",#VALUE!,#VALUE!,#VALUE!,#VALUE!,CHINA LION,2010/10/29,10,2010,Foreign,135,Unrated,N/A,25,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERTHECUPSONSOFSAKHNINUNITED,"11,538","10,330",#VALUE!,#VALUE!,0.265112291,#VALUE!,VARIANCE FILMS,2010/5/21,5,2010,Documentary,80,Unrated,N/A,1,5,NA,NA,NA,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERTHEWEDDING,"1,534,584","1,445,235",#VALUE!,#VALUE!,1.220864599,#VALUE!,IFC,2007/3/30,3,2007,Foreign,120,R,N/A,5,15,-,Claudia Cifuentes,"Kandis Erickson,Edy Ganem,Nick Puga",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERTHEWIZARD,"3,184","2,707",#VALUE!,-3.009768849,#VALUE!,#VALUE!,BREAKING GLASS PICTURES,2012/8/10,8,2012,Fantasy,80,Unrated,N/A,2,1,3,Hugh Gross,"Jordan Van Vranken,Orien Richman,Jermel Nakia",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFTERTILLER,"72,125","60,436",#VALUE!,#VALUE!,1.041661041,#VALUE!,OSCILLOSCOPE PICTURES,2013/9/20,9,2013,Documentary,85,PG-13,N/A,2,8,NA,NA,NA,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGENTVINOD,"698,210","593,652",#VALUE!,-1.028588504,#VALUE!,#VALUE!,EROS,2012/3/23,3,2012,Foreign / Action,157,Unrated,N/A,122,3,5.1,Sriram Raghavan,"Kareena Kapoor,Saif Ali Khan,Adil Hussain",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGIRLANDAGUN,"3,018","2,529",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FIRST RUN,2013/7/3,7,2013,Drama,75,Unrated,N/A,1,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGIRLCUTINTWO,"409,658","371,503",#VALUE!,#VALUE!,#VALUE!,#VALUE!,IFC,2008/8/15,8,2008,Foreign,115,Unrated,N/A,2,19,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGIRLWALKSHOMEALONEATNIGHT,"491,910","405,616",#VALUE!,0.85824992,1.400068157,2.258318077,KINO LORBER,2014/11/21,11,2014,Foreign,99,Unrated,N/A,1,25,7.1,Ana Lily Amirpour,"Sheila Vand,Arash Marandi,Marshall Manesh",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGLIMPSEINSIDETHEMINDOFCHARLESSWANIII,"45,350","38,000",#VALUE!,-1.217272347,-1.765861365,-2.983133712,A24,2013/2/8,2,2013,Comedy,86,R,N/A,2,2,4.9,Roman Coppola,"Charlie Sheen,Jason Schwartzman,Bill Murray",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNEEPATH,"1,986,748",1689230.85 ,#VALUE!,0.763907998,#VALUE!,#VALUE!,EROS,2012/1/26,1,2012,Foreign,168,Unrated,N/A,132,5,7,Karan Malhotra,"Hrithik Roshan,Priyanka Chopra,Sanjay Dutt",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGOODDAYTOBEBLACKANDSEXY,"8,629","7,825",#VALUE!,-1.217272347,#VALUE!,#VALUE!,MAGNOLIA,2008/12/5,12,2008,Comedy / Drama,92,R,N/A,1,1,4.9,Dennis Dortch,"Kathryn Taylor,Brandon Valley Jones,Chonte Harris",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGOODDAYTODIE,573,497,#VALUE!,#VALUE!,#VALUE!,#VALUE!,ALIVE MIND CINEMA,2011/11/4,11,2011,Documentary,90,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGOODDAYTODIEHARD,"67,349,198",56434020.02 ,0.7320565,-0.839904662,-1.765861365,-2.605766027,FOX,2013/2/14,2,2013,Action,97,R,92,3553,15,5.3,John Moore,"Bruce Willis,Jai Courtney,Sebastian Koch",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGOODOLDFASHIONEDORGY,"200,227","173,767",#VALUE!,0.009172629,-0.810109057,-0.800936428,SAMUEL GOLDWYN,2011/9/2,9,2011,Comedy,95,R,N/A,143,1,6.2,"Alex Gregory,Peter Huyck","Jason Sudeikis,Leslie Bibb,Tyler Labine",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGORA,"619,423","554,553",0.0088489,0.952591841,-0.153029345,0.799562496,NEWMARKET,2010/5/28,5,2010,Historical Drama,127,R,70,2,21,7.2,Alejandro Amen??bar,"Rachel Weisz,Max Minghella,Oscar Isaac",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
